PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,DEASCHEDULE
57317-660_5d6684ea-4d00-49c6-b775-3992adad50cb,57317-660,BULK INGREDIENT,Zinc oxide,"POWDER, FOR SUSPENSION",20130331,,DRUG FOR FURTHER PROCESSING,"Daito Kasei Kogyo Co., Ltd.",ZINC OXIDE,950,g/kg,
57317-710_f0328ad6-cde6-44f7-995a-a98e922cc1d0,57317-710,BULK INGREDIENT,Titanium dioxide,"POWDER, FOR SUSPENSION",20130331,,DRUG FOR FURTHER PROCESSING,"Daito Kasei Kogyo Co., Ltd.",TITANIUM DIOXIDE,874,g/kg,
57333-020_9cea6aad-5258-47ff-a71c-fc57bd5c0e22,57333-020,BULK INGREDIENT,Tylosin,POWDER,20090529,,BULK INGREDIENT,Biovet AD-Branch Razgrad,TYLOSIN,1,kg/kg,
57339-103_98b413e3-309a-4ce6-a203-f7a520db21ac,57339-103,BULK INGREDIENT,Tylosin Phosphate,POWDER,20010201,,BULK INGREDIENT,"Ningxia Tairui Pharmaceutical Co.,Ltd.",TYLOSIN PHOSPHATE,15,kg/15kg,
57339-105_22a9afec-107f-4b71-8afd-ff7b5f5530f8,57339-105,BULK INGREDIENT,TYLOSIN PHOSPHATE,GRANULE,20010201,,BULK INGREDIENT,"Ningxia Tairui Pharmaceutical Co.,Ltd.",TYLOSIN PHOSPHATE,20,kg/20kg,
57339-105_a7128b11-797a-4311-8fcc-f9cf75163739,57339-105,BULK INGREDIENT,TYLOSIN PHOSPHATE,GRANULE,20010201,,BULK INGREDIENT,"Ningxia Tairui Pharmaceutical Co.,Ltd.",TYLOSIN PHOSPHATE,500,kg/500kg,
57339-123_a0b72dff-883b-44af-819b-ce49a931e6e2,57339-123,BULK INGREDIENT,Tiamulin Fumarate,POWDER,20101101,,BULK INGREDIENT,"Ningxia Tairui Pharmaceutical Co.,Ltd.",TIAMULIN FUMARATE,15,kg/15kg,
57339-163_271b79aa-dd44-47de-969f-a4365645209c,57339-163,BULK INGREDIENT,TYLOSIN,POWDER,20060620,,BULK INGREDIENT,"Ningxia Tairui Pharmaceutical Co.,Ltd.",TYLOSIN,20,kg/20kg,
57339-193_097cef9f-6492-4da2-b4e7-b8a8464d9404,57339-193,BULK INGREDIENT,TYLOSIN TARTRATE,POWDER,20010315,,BULK INGREDIENT,"Ningxia Tairui Pharmaceutical Co.,Ltd.",TYLOSIN TARTRATE,15,kg/15kg,
57339-195_5060c0b9-0f66-4582-9f47-7faf408ace07,57339-195,BULK INGREDIENT,TYLOSIN TARTRATE,GRANULE,20060130,,BULK INGREDIENT,"Ningxia Tairui Pharmaceutical Co.,Ltd.",TYLOSIN TARTRATE,15,kg/15kg,
57419-0002_cf4d279e-b567-0f6b-e7a5-8e13296aea77,57419-0002,BULK INGREDIENT,TROPICAMIDE,POWDER,19940815,,BULK INGREDIENT,"Tokyo Chemical Industry Co., Ltd.",TROPICAMIDE,1,kg/kg,
57426-387_75c28bea-8ff4-4f86-8805-da728a03cd2c,57426-387,BULK INGREDIENT,TETRACYCLINE HYDROCHLORIDE,POWDER,20110120,,BULK INGREDIENT,"XIAN LIJUN PHARMACEUTICAL CO., LTD.",TETRACYCLINE HYDROCHLORIDE,1,kg/kg,
57426-628_e0fb4406-7c99-4e66-ab57-555387657bb1,57426-628,BULK INGREDIENT,ERYTHROMYCIN THIOCYANATE,POWDER,20101019,,BULK INGREDIENT,"XIAN LIJUN PHARMACEUTICAL CO., LTD.",ERYTHROMYCIN THIOCYANATE,1,kg/kg,
57426-675_0eff0230-6363-03bb-e054-00144ff8d46c,57426-675,BULK INGREDIENT,ERYTHROMYCIN PHOSPHATE,POWDER,20150211,,BULK INGREDIENT,"XIAN LIJUN PHARMACEUTICAL CO., LTD",ERYTHROMYCIN PHOSPHATE,20,kg/20kg,
57426-712_62c9d9e5-97fb-495e-9aeb-e8ebc525d5b6,57426-712,BULK INGREDIENT,ERYTHROMYCIN,POWDER,20130626,,BULK INGREDIENT,"XIAN LIJUN PHARMACEUTICAL CO., LTD.",ERYTHROMYCIN,1,kg/kg,
57442-0001_4cc10d84-14e5-4f89-bf60-45a593cda36b,57442-0001,BULK INGREDIENT,Tylosin Tartrate,POWDER,20130514,,BULK INGREDIENT,Shandong Lukang Biomanufacturing Co. Ltd.,AMPROLIUM,1,kg/kg,
57442-0002_8a869c39-4d24-4624-b1bb-7c0e66e2771f,57442-0002,BULK INGREDIENT,Tylosin Tartrate Granular,POWDER,20130516,,BULK INGREDIENT,Shandong Lukang Biomanufacturing Co. Ltd.,AMPROLIUM,1,kg/kg,
57449-009_dbf02bbf-73b7-40b4-9ad5-1d537e640639,57449-009,BULK INGREDIENT,Polyethylene Glycol 3350,POWDER,20140601,,BULK INGREDIENT,Avesta Pharma Private Limited,POLYETHYLENE GLYCOL 3350,1,kg/kg,
57451-0004_17b68c3c-653c-46ff-9d62-37fc35d5f217,57451-0004,BULK INGREDIENT,Pyrantel Pamoate,POWDER,20120412,,BULK INGREDIENT,Ipca Laboratories Limited,PYRANTEL PAMOATE,1,kg/kg,
57451-0005_b3a80d68-8e39-4205-9fa4-42db33db7c89,57451-0005,BULK INGREDIENT,TRIMETHOPRIM (MICRONISED),POWDER,20120801,,BULK INGREDIENT,Ipca Laboratories Limited,TRIMETHOPRIM,1,kg/kg,
57451-0006_e0be324c-539b-4a57-b588-04a975b658d5,57451-0006,BULK INGREDIENT,Furosemide,POWDER,20120228,,BULK INGREDIENT,Ipca Laboratories Limited,FUROSEMIDE,1,kg/kg,
57451-0007_4e5d3d88-bb77-4d04-aedc-1cf61733f623,57451-0007,BULK INGREDIENT,Furosemide,POWDER,20120228,,BULK INGREDIENT,Ipca Laboratories Limited,FUROSEMIDE,1,kg/kg,
57451-0198_4a60d888-2eef-41a1-a0ab-4a52f844b83e,57451-0198,BULK INGREDIENT,Hydroxychloroquine Sulfate,POWDER,20120224,,BULK INGREDIENT,Ipca Laboratories Limited,HYDROXYCHLOROQUINE SULFATE,1,kg/kg,
57451-1111_2d9460fa-94eb-45eb-89e8-0c1e4d0d5da6,57451-1111,BULK INGREDIENT,TRIMETHOPRIM,POWDER,20120801,,BULK INGREDIENT,Ipca Laboratories Limited,TRIMETHOPRIM,1,kg/kg,
57451-1113_a103618d-c195-4455-a23d-1a45774c538b,57451-1113,BULK INGREDIENT,Pyrantel Pamoate,POWDER,20120326,,BULK INGREDIENT,Ipca Laboratories Limited,PYRANTEL PAMOATE,1,kg/kg,
57451-1115_c3ec8b0b-f61f-42a9-bd1a-a96657153918,57451-1115,BULK INGREDIENT,Atenolol,POWDER,20120222,,BULK INGREDIENT,Ipca Laboratories Limited,ATENOLOL,1,kg/kg,
57451-1116_74f3d468-e12d-4672-8ce3-8a831209cb18,57451-1116,BULK INGREDIENT,Chloroquine Phosphate,POWDER,20120531,,BULK INGREDIENT,Ipca Laboratories Limited,CHLOROQUINE PHOSPHATE,1,kg/kg,
57451-1118_fc4f19a3-15b6-4d98-81bf-76457f1ab8fc,57451-1118,BULK INGREDIENT,hydroxychloroquine sulfate,POWDER,20120228,,BULK INGREDIENT,Ipca Laboratories Limited,HYDROXYCHLOROQUINE SULFATE,1,kg/kg,
57451-1119_9fcdb7d7-2dc2-43f5-ab84-5fa07e653e95,57451-1119,BULK INGREDIENT,Metoclopramide Hydrochloride,POWDER,20120602,,BULK INGREDIENT,Ipca Laboratories Limited,METOCLOPRAMIDE HYDROCHLORIDE,1,kg/kg,
57451-1120_a6dd95c6-21c1-4ca3-b18c-0f54ff2d5d87,57451-1120,BULK INGREDIENT,Probenecid,POWDER,20120410,,BULK INGREDIENT,Ipca Laboratories Limited,PROBENECID,1,kg/kg,
57451-1121_91ab39b3-e789-4948-8648-bb684d9c80c3,57451-1121,BULK INGREDIENT,Metoprolol Succinate,POWDER,20120515,,BULK INGREDIENT,Ipca Laboratories Limited,METOPROLOL SUCCINATE,1,kg/kg,
57451-1122_c100da9e-53fc-4307-a764-b724dee1e62f,57451-1122,BULK INGREDIENT,Metoprolol Tartrate,POWDER,20120602,,BULK INGREDIENT,Ipca Laboratories Limited,METOPROLOL TARTRATE,1,kg/kg,
57451-1124_337b53a0-5cbd-49a7-8965-9ff3af5745ab,57451-1124,BULK INGREDIENT,Propranolol Hydrochloride,POWDER,20120329,,BULK INGREDIENT,Ipca Laboratories Limited,PROPRANOLOL HYDROCHLORIDE,1,kg/kg,
57451-1125_09e75423-8425-429d-9ccc-5f82307f2c6d,57451-1125,BULK INGREDIENT,Losartan Potassium,POWDER,20120223,,BULK INGREDIENT,Ipca Laboratories Limited,LOSARTAN POTASSIUM,1,kg/kg,
57451-1127_65677750-1fa9-457d-adf1-aa3f2c45591f,57451-1127,BULK INGREDIENT,Hydrochlorothiazide,POWDER,20120302,,BULK INGREDIENT,Ipca Laboratories Limited,HYDROCHLOROTHIAZIDE,1,kg/kg,
57451-1128_29a979ea-d949-4edb-a3eb-5a0b6ba83bbd,57451-1128,BULK INGREDIENT,Propranolol Hydrochloride,POWDER,20120315,,BULK INGREDIENT,Ipca Laboratories Limited,PROPRANOLOL HYDROCHLORIDE,1,kg/kg,
57451-1129_c298de6b-e007-494e-bd61-50f4608640a8,57451-1129,BULK INGREDIENT,Cilostazol,POWDER,20131024,,BULK INGREDIENT,Ipca Laboratories Limited,CILOSTAZOL,1,kg/kg,
57451-1132_c62bfa91-fab0-4599-89da-2ad832e6de21,57451-1132,BULK INGREDIENT,Losartan Potassium,POWDER,20120222,,BULK INGREDIENT,Ipca Laboratories Limited,LOSARTAN POTASSIUM,1,kg/kg,
57451-1133_9ec43ae9-ee77-454b-97dc-4b45c2faa1d6,57451-1133,BULK INGREDIENT,Balsalazide Disodium Dihydrate,POWDER,20041020,,BULK INGREDIENT,Ipca Laboratories Limited,BALSALAZIDE DISODIUM,1,kg/kg,
57451-1134_13add9cf-bd7c-4288-be15-b1a06a8d17a8,57451-1134,BULK INGREDIENT,Chorthalidone,POWDER,20131026,,BULK INGREDIENT,Ipca Laboratories Limited,CHLORTHALIDONE,1,kg/kg,
57451-1135_2f0e5d15-3085-48ec-9c47-2a0b19514ca8,57451-1135,BULK INGREDIENT,Chlorthalidone,POWDER,20120419,,BULK INGREDIENT,Ipca Laboratories Limited,CHLORTHALIDONE,1,kg/kg,
57451-1136_b54d4098-7ed2-4890-8143-13250470b811,57451-1136,BULK INGREDIENT,Lisinopril,POWDER,20120217,,BULK INGREDIENT,Ipca Laboratories Limited,LISINOPRIL,1,kg/kg,
57451-1138_5ee7f488-0f55-4d4f-acb8-59d7f399fd13,57451-1138,BULK INGREDIENT,Fluconazole,POWDER,20120228,,BULK INGREDIENT,Ipca Laboratories Limited,FLUCONAZOLE,1,kg/kg,
57451-1139_6b5fe4b7-1cae-4c1d-a91d-28504477801d,57451-1139,BULK INGREDIENT,Metoclopramide Hydrochloride,POWDER,20120318,,BULK INGREDIENT,Ipca Laboratories Limited,METOCLOPRAMIDE HYDROCHLORIDE,1,kg/kg,
57451-1140_0ab33a7c-067e-448e-8e4c-8c5993d47a44,57451-1140,BULK INGREDIENT,METFORMIN HYDROCHLORIDE,POWDER,20120518,,BULK INGREDIENT,Ipca Laboratories Limited,METFORMIN HYDROCHLORIDE,1,kg/kg,
57451-1141_57f4a806-b5d2-4323-88b4-5298aef577d5,57451-1141,BULK INGREDIENT,Mesalamine,POWDER,20130711,,BULK INGREDIENT,Ipca Laboratories Limited,MESALAMINE,1,kg/kg,
57451-1143_07de653f-1d26-4b83-9ce2-7d5d031bdf36,57451-1143,BULK INGREDIENT,Hydrochlorothiazide,POWDER,20120301,,BULK INGREDIENT,Ipca Laboratories Limited,HYDROCHLOROTHIAZIDE,1,kg/kg,
57451-1144_038a1d64-bac9-4066-8d9a-0114929ca19d,57451-1144,BULK INGREDIENT,atenolol,POWDER,20120111,,BULK INGREDIENT,Ipca Laboratories Limited,ATENOLOL,1,kg/kg,
57451-1147_a3574001-bd19-4631-bfe0-5f9f676f3e6a,57451-1147,BULK INGREDIENT,Metoprolol Succinate,POWDER,20120502,,BULK INGREDIENT,Ipca Laboratories Limited,METOPROLOL SUCCINATE,1,kg/kg,
57451-1148_aca7d43a-3edc-43aa-a270-163c9f196aa4,57451-1148,BULK INGREDIENT,BENDROFLUMETHIAZIDE,POWDER,20120905,,BULK INGREDIENT,Ipca Laboratories Limited,BENDROFLUMETHIAZIDE,1,kg/kg,
57451-1149_df9242a5-517a-4de3-8749-b8f36bc9830f,57451-1149,BULK INGREDIENT,Metformin Hydrochloride,POWDER,20120605,,BULK INGREDIENT,Ipca Laboratories Limited,METFORMIN HYDROCHLORIDE,1,kg/kg,
57451-1151_c69e4c3a-ee18-4f9f-822f-d85a55291f70,57451-1151,BULK INGREDIENT,Glimepiride,POWDER,20120215,,BULK INGREDIENT,Ipca Laboratories Limited,GLIMEPIRIDE,1,kg/kg,
57451-1152_73db785b-6e18-475f-86fc-b2ed0b8df203,57451-1152,BULK INGREDIENT,Propranolol Hydrochloride,POWDER,20120411,,BULK INGREDIENT,Ipca Laboratories Limited,PROPRANOLOL HYDROCHLORIDE,1,kg/kg,
57451-1155_416f6791-cb06-4fc8-956b-1e9dfa695dda,57451-1155,BULK INGREDIENT,Carvedilol,POWDER,20120402,,BULK INGREDIENT,Ipca Laboratories Limited,CARVEDILOL,1,kg/kg,
57451-1156_2d4d4062-5054-4022-a994-2db4c197b068,57451-1156,BULK INGREDIENT,CLOPIDOGREL BISULFATE,POWDER,20120615,,BULK INGREDIENT,Ipca Laboratories Limited,CLOPIDOGREL BISULFATE,1,kg/kg,
57451-1157_6c07ffd0-6f6e-43c9-925b-5eb9bde33c53,57451-1157,BULK INGREDIENT,ALENDRONATE ACID,POWDER,20130816,,BULK INGREDIENT,Ipca Laboratories Limited,ALENDRONATE SODIUM,1,kg/kg,
57451-1158_15829d4b-7681-47b2-81d7-0311adbf7fa7,57451-1158,BULK INGREDIENT,Paroxetine Hydrochloride Hemihydrate,POWDER,20120420,,BULK INGREDIENT,Ipca Laboratories Limited,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,1,kg/kg,
57451-1159_0069c419-3df9-4186-b0fc-a8f1e3f5abb4,57451-1159,BULK INGREDIENT,Quetiapine Hemifumarate,POWDER,20130711,,BULK INGREDIENT,Ipca Laboratories Limited,QUETIAPINE FUMARATE,1,kg/kg,
57451-1160_6eecd2fc-4a9b-4f83-9712-3e5ce9997501,57451-1160,BULK INGREDIENT,CETIRIZINE HYDROCHLORIDE,POWDER,20071130,,BULK INGREDIENT,Ipca Laboratories Limited,CETIRIZINE HYDROCHLORIDE,1,kg/kg,
57451-1161_0d48f955-bb61-4464-8be1-6e0d17d6e0af,57451-1161,BULK INGREDIENT,ETODOLAC,POWDER,20130724,,BULK INGREDIENT,Ipca Laboratories Limited,ETODOLAC,1,kg/kg,
57451-1162_d10aa0e0-a16a-4b15-ad1e-4ae1add4f2dc,57451-1162,BULK INGREDIENT,Proguanil Hydrochloride,POWDER,20120223,,BULK INGREDIENT,Ipca Laboratories Limited,PROGUANIL HYDROCHLORIDE,1,kg/kg,
57451-1164_bd8be80e-3b81-46bd-9dff-b121592af854,57451-1164,BULK INGREDIENT,CLOPIDOGREL BISULFATE,POWDER,20080218,,BULK INGREDIENT,Ipca Laboratories Limited,CLOPIDOGREL BISULFATE,1,kg/kg,
57451-1165_d3a074cd-1a46-4e2c-877b-31fd4c5edab9,57451-1165,BULK INGREDIENT,Warfarin Sodium Clathrate,POWDER,20120523,,BULK INGREDIENT,Ipca Laboratories Limited,WARFARIN SODIUM,1,kg/kg,
57451-1166_0eb0b3bc-ba67-4468-9165-d8ec7562cedb,57451-1166,BULK INGREDIENT,Allopurinol,POWDER,20120213,,BULK INGREDIENT,Ipca Laboratories Limited,ALLOPURINOL,1,kg/kg,
57451-1168_f5c7248e-0bb9-4673-8448-0a884c056166,57451-1168,BULK INGREDIENT,Tramadol Hydrochloride,POWDER,20120515,,BULK INGREDIENT,Ipca Laboratories Limited,TRAMADOL HYDROCHLORIDE,1,kg/kg,
57451-1170_f8fe3916-4644-4510-9ceb-d1168fe52686,57451-1170,BULK INGREDIENT,Gabapentin,POWDER,20120227,,BULK INGREDIENT,Ipca Laboratories Limited,GABAPENTIN,1,kg/kg,
57451-1171_b50dae55-beed-452b-afc0-f21e7f2e8260,57451-1171,BULK INGREDIENT,Indapamide,POWDER,20120217,,BULK INGREDIENT,Ipca Laboratories Limited,INDAPAMIDE,1,kg/kg,
57451-1174_69c1c5ba-5f79-40d2-a170-790f8a512fc0,57451-1174,BULK INGREDIENT,Warfarin Sodium,POWDER,20120523,,BULK INGREDIENT,Ipca Laboratories Limited,WARFARIN SODIUM,1,kg/kg,
57451-1175_32fb0006-a7ff-4cf8-a284-0781fa2836dc,57451-1175,BULK INGREDIENT,NABUMETONE PROCESS-II,POWDER,20120814,,BULK INGREDIENT,Ipca Laboratories Limited,NABUMETONE,1,kg/kg,
57451-1176_79eb5d45-8623-4b75-90d1-691e75e44088,57451-1176,BULK INGREDIENT,ARTEMETHER,POWDER,20120104,,BULK INGREDIENT,Ipca Laboratories Limited,ARTEMETHER,1,kg/kg,
57451-1177_7443b92f-3934-42e1-a9a7-da57e0a4966f,57451-1177,BULK INGREDIENT,ARTESUNATE,POWDER,20120201,,BULK INGREDIENT,Ipca Laboratories Limited,ARTESUNATE,1,kg/kg,
57451-1178_064cf5a4-f60a-40b1-9ce4-372e8642444e,57451-1178,BULK INGREDIENT,Amodiaquine Hydrochloride,POWDER,20120419,,BULK INGREDIENT,Ipca Laboratories Limited,AMODIAQUINE HYDROCHLORIDE,1,kg/kg,
57451-1180_cebc2912-1485-4e6f-8a93-48449fe17c86,57451-1180,BULK INGREDIENT,Losartan Potassium,POWDER,20120210,,BULK INGREDIENT,Ipca Laboratories Limited,LOSARTAN POTASSIUM,1,kg/kg,
57451-1181_f663f78b-5176-4627-a6c0-f57fbac5b1f1,57451-1181,BULK INGREDIENT,Losartan Potassium,POWDER,20120209,,BULK INGREDIENT,Ipca Laboratories Limited,LOSARTAN POTASSIUM,1,kg/kg,
57451-1182_19f61ba1-b13d-4465-850e-09e563c204a9,57451-1182,BULK INGREDIENT,Isotretinoin,POWDER,20120216,,BULK INGREDIENT,Ipca Laboratories Limited,ISOTRETINOIN,1,kg/kg,
57451-1184_c674be07-a637-4cec-a1f5-cb2858c77f76,57451-1184,BULK INGREDIENT,Hydroxyzine Hydrochloride,POWDER,20131026,,BULK INGREDIENT,Ipca Laboratories Limited,HYDROXYZINE HYDROCHLORIDE,1,kg/kg,
57451-1185_70c27f91-28c3-4a17-a6d5-f5e729b71b6c,57451-1185,BULK INGREDIENT,Risperidone,POWDER,20120312,,BULK INGREDIENT,Ipca Laboratories Limited,RISPERIDONE,1,kg/kg,
57451-1186_5b3144c2-6d7a-485b-b642-adc051e35859,57451-1186,BULK INGREDIENT,SULFADOXINE,POWDER,20090810,,BULK INGREDIENT,Ipca Laboratories Limited,SULFADOXINE,1,kg/kg,
57451-1187_af879b78-806d-4811-a2d9-d477995303c1,57451-1187,BULK INGREDIENT,Citalopram Hydrobromide,POWDER,20120608,,BULK INGREDIENT,Ipca Laboratories Limited,CITALOPRAM HYDROBROMIDE,1,kg/kg,
57451-1189_982a570e-9ff4-475e-96d9-6ff4d7b32a3f,57451-1189,BULK INGREDIENT,TORSEMIDE,POWDER,20121028,,BULK INGREDIENT,Ipca Laboratories Limited,TORSEMIDE,1,kg/kg,
57451-1190_ec8bab30-5fc9-4789-a471-3583964d7635,57451-1190,BULK INGREDIENT,RISEDRONATE SODIUM HEMI-PENTAHYDRATE,POWDER,20100809,,BULK INGREDIENT,Ipca Laboratories Limited,RISEDRONATE SODIUM,1,kg/kg,
57451-1191_b662f41d-a72c-41da-9dd9-17171cd729a3,57451-1191,BULK INGREDIENT,Ondansetron,POWDER,20100818,,BULK INGREDIENT,Ipca Laboratories Limited,ONDANSETRON,1,kg/kg,
57451-1192_3b7e0dff-eb17-40c9-94bb-4cb7f03e9f26,57451-1192,BULK INGREDIENT,Bisoprolol Fumarate,POWDER,20101012,,BULK INGREDIENT,Ipca Laboratories Limited,BISOPROLOL,1,kg/kg,
57451-1193_b30b3208-6596-4509-928e-c1ee10cae32e,57451-1193,BULK INGREDIENT,ZOLEDRONIC ACID,POWDER,20101108,,BULK INGREDIENT,Ipca Laboratories Limited,ZOLEDRONIC ACID,1,kg/kg,
57451-1194_9c5f893e-a75a-4461-a79a-aa5bb1a48e16,57451-1194,BULK INGREDIENT,PANTOPRAZOLE SODIUM SESQUIHYDRATE,POWDER,20110121,,BULK INGREDIENT,Ipca Laboratories Limited,PANTOPRAZOLE,1,kg/kg,
57451-1196_70ae5e56-d299-47b2-916d-f2d70e04276c,57451-1196,BULK INGREDIENT,Alendronic acid,POWDER,20120203,,BULK INGREDIENT,Ipca Laboratories Limited,ALENDRONIC ACID,1,kg/kg,
57451-1197_9aae97a1-df43-4501-b307-c10a70f66557,57451-1197,BULK INGREDIENT,Triamterene,POWDER,20110502,,BULK INGREDIENT,Ipca Laboratories Limited,TRIAMTERENE,1,kg/kg,
57451-1198_06b9f11d-31de-4347-a702-e032d116fc86,57451-1198,BULK INGREDIENT,Primaquine Phosphate,POWDER,20120602,,BULK INGREDIENT,Ipca Laboratories Limited,PRIMAQUINE PHOSPHATE,1,kg/kg,
57451-1200_60876687-54fb-42e3-80cf-b40288f9fd3b,57451-1200,BULK INGREDIENT,Escitalopram oxalate,POWDER,20120210,,BULK INGREDIENT,Ipca Laboratories Limited,ESCITALOPRAM OXALATE,1,kg/kg,
57451-1201_9474eb48-48c4-41e6-b346-07259ad3107e,57451-1201,BULK INGREDIENT,Paroxetine Hydrochloride Hemihydrate,POWDER,20120229,,BULK INGREDIENT,Ipca Laboratories Limited,PAROXETINE HYDROCHLORIDE,1,kg/kg,
57451-1202_37513ad1-b2bd-43b6-ac8f-353d50fd2230,57451-1202,BULK INGREDIENT,Trimethoprim,POWDER,20120216,,BULK INGREDIENT,Ipca Laboratories Limited,TRIMETHOPRIM,1,kg/kg,
57451-1204_667dce90-ad86-464a-bd66-150cbf9ca184,57451-1204,BULK INGREDIENT,MIDODRINE HYDROCHLORIDE,POWDER,20130708,,BULK INGREDIENT,Ipca Laboratories Limited,MIDODRINE HYDROCHLORIDE,1,kg/kg,
57451-1205_b347c8bd-3c2c-468a-a687-6ec6bb8d7b53,57451-1205,BULK INGREDIENT,PROMETHAZINE HYDROCHLORIDE,POWDER,20130711,,BULK INGREDIENT,Ipca Laboratories Limited,PROMETHAZINE HYDROCHLORIDE,1,kg/kg,
57465-150_53045f17-b231-4066-bd69-d6c06ea9393a,57465-150,BULK INGREDIENT,BISMUTH SUBCARBONATE,POWDER,20141113,,BULK INGREDIENT,"Laboratorios Imperiales, S.A. de C.V.",BISMUTH SUBCARBONATE,1,kg/kg,
57465-151_37acce7a-aa4f-43eb-9078-a7b8511de09d,57465-151,BULK INGREDIENT,BISMUTH SUBNITRATE,POWDER,20141113,,BULK INGREDIENT,"Laboratorios Imperiales, S.A. de C.V.",BISMUTH SUBNITRATE,1,kg/kg,
57465-152_49c8bc81-cc89-4bf4-b849-c9f43aff872c,57465-152,BULK INGREDIENT,Bismuth Tribromophenate,POWDER,20150416,,BULK INGREDIENT,"Laboratorios Imperiales, S.A. de C.V.",BISMUTH TRIBROMOPHENATE,1,kg/kg,
57465-200_ab87bd47-0d36-4881-9d5a-94c5999bb5f7,57465-200,BULK INGREDIENT,Bismuth Subsalicylate,POWDER,20120515,,BULK INGREDIENT,"Laboratorios Imperiales, S.A. de C.V.",BISMUTH SUBSALICYLATE,50,kg/50kg,
57465-201_9b8535c0-2b31-45ee-a057-930a9ab29ff5,57465-201,BULK INGREDIENT,BISMUTH SUBGALLATE,POWDER,20120523,,BULK INGREDIENT,"Laboratorios Imperiales, S.A. de C.V.",BISMUTH SUBGALLATE,1,kg/kg,
57465-202_213d1e18-7c64-4656-9adc-d0a8e011861d,57465-202,BULK INGREDIENT,BISMUTH CITRATE,POWDER,20120523,,BULK INGREDIENT,"Laboratorios Imperiales, S.A. de C.V.",BISMUTH CITRATE,1,kg/kg,
57467-267_fcfb22d0-cc37-4818-9121-5626cdf26632,57467-267,BULK INGREDIENT,Ammonium Chloride,CRYSTAL,19850101,,BULK INGREDIENT,"Dallas Group Of America, Inc.",AMMONIUM CHLORIDE,100,kg/100kg,
57520-0078_12e2d0a3-0178-4319-b14a-8f1f1aa32d76,57520-0078,BULK INGREDIENT,"Grindelia, Mentha Piperita, Mezereum, Phytolacca Decandra, Dulcamara, Sempervivum Tectorum, Croton Tiglium, Ranunculus Bulbosus",LIQUID,20131003,,DRUG FOR FURTHER PROCESSING,Apotheca Company,GRINDELIA HIRSUTULA FLOWERING TOP; MENTHA PIPERITA; DAPHNE MEZEREUM BARK; PHYTOLACCA AMERICANA ROOT; SOLANUM DULCAMARA TOP; SEMPERVIVUM TECTORUM LEAF; CROTON TIGLIUM SEED; RANUNCULUS BULBOSUS; TOXICODENDRON PUBESCENS LEAF; SALICYLIC ACID; SIMABA CEDRON SEED,1; 1; 1; 1; 1; 2; 3; 3; 3; 3; 3,[hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_C]/mL,
57520-0145_0e825ff2-c860-4861-bec9-66b6e9c77771,57520-0145,BULK INGREDIENT,"Chelidonium majus, lilium tigrinum, Sanguinaria canadensis, Sipia, Folliculinum, Sulphus, Adrenocorticotrophin,",LIQUID,20100405,,DRUG FOR FURTHER PROCESSING,Apotheca Company,"CHELIDONIUM MAJUS; LILIUM LANCIFOLIUM BULB; SANGUINARIA CANADENSIS ROOT; SEPIA OFFICINALIS JUICE; ESTRONE; SULFUR; CORTICOTROPIN; ADENOSINE CYCLIC 3',5'-PHOSPHATE; LACHESIS MUTA VENOM; SUS SCROFA HYPOTHALAMUS; SUS SCROFA ADRENAL GLAND; THYROID; SUS SCROFA OVARY; SUS SCROFA PITUITARY GLAND",2; 2; 2; 2; 3; 4; 6; 8; 8; 4; 30; 30; 1; 4,[hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_Q]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_C]/mL; [hp_C]/mL; [hp_C]/mL; [hp_Q]/mL; [hp_C]/mL,
57520-0155_389dfed9-63a7-4dba-8165-0e61b7908a57,57520-0155,BULK INGREDIENT,"Ballota nigra, Hyoscyamus niger, Ignatia amara, Moschus, Passiflora incarnata, Stramonium, Zincum metallicum, Oenanthe crocata,",LIQUID,20100317,,DRUG FOR FURTHER PROCESSING,Apotheca Company,BALLOTA NIGRA SUBSP. VELUTINA; STRYCHNOS IGNATII SEED; PASSIFLORA INCARNATA TOP; DATURA STRAMONIUM; ZINC; OENANTHE CROCATA ROOT; HYOSCYAMUS NIGER; MOSCHUS MOSCHIFERUS MUSK SAC RESIN,12; 12; 12; 12; 12; 60; 12; 12,[hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_X]/mL; [hp_C]/mL; [hp_X]/mL; [hp_X]/mL,
